Fecha Comportamiento_de_la_accion Diferencia_absoluta_open-high
2021-05-03	BAJA	100.15991200000008
2021-05-04	BAJA	56.10986300000013
2021-05-05	BAJA	84.15991200000008
2021-05-06	SUBE	8.029785000000174
2021-05-07	BAJA	39.27978600000006
2021-05-10	BAJA	92.51000999999997
2021-05-11	SUBE	14.090087999999923
2021-05-12	BAJA	56.0
2021-05-13	BAJA	42.37011699999994
2021-05-14	SUBE	5.96020499999986
2021-05-17	SUBE	22.36010699999997
2021-05-18	BAJA	79.71997099999999
2021-05-19	SUBE	2.9499510000000555
2021-05-20	SUBE	12.0
2021-05-21	BAJA	53.60986300000013
2021-05-24	SUBE	12.959961000000021
2021-05-25	BAJA	20.770019000000048
2021-05-26	BAJA	30.570067999999992
2021-05-27	BAJA	30.25
2021-05-28	BAJA	24.919922000000042
2021-06-01	BAJA	32.33007799999996
2021-06-02	SUBE	1.0100099999999657
2021-06-03	BAJA	27.429931000000124
2021-06-04	BAJA	14.780029000000013
2021-06-07	SUBE	9.989990000000034
2021-06-08	SUBE	15.419922000000042
2021-06-09	SUBE	16.430175999999847
2021-06-10	SUBE	1.350097999999889
2021-06-11	BAJA	19.75
2021-06-14	SUBE	1.1298830000000635
2021-06-15	BAJA	13.86010699999997
2021-06-16	SUBE	11.100097999999889
2021-06-17	SUBE	7.959961000000021
2021-06-18	SUBE	20.10009799999989
2021-06-21	BAJA	28.04003899999998
2021-06-22	SUBE	18.340087999999923
2021-06-23	BAJA	17.179932000000008
2021-06-24	BAJA	75.78002900000001
2021-06-25	BAJA	63.36010699999997
2021-06-28	SUBE	4.110106999999971
2021-06-29	SUBE	7.890135999999984
2021-06-30	BAJA	31.440185999999812
2021-07-01	BAJA	24.030029000000013
2021-07-02	SUBE	0.7399909999999181
2021-07-06	SUBE	9.739990000000034
2021-07-07	BAJA	37.6198730000001
2021-07-08	SUBE	28.580077999999958
2021-07-09	BAJA	28.659912000000077
2021-07-12	BAJA	38.739990000000034
2021-07-13	BAJA	95.71997099999999
2021-07-14	BAJA	35.97998000000007
2021-07-15	BAJA	64.19995100000006
2021-07-16	BAJA	72.43017599999985
2021-07-19	SUBE	0.6198730000000978
2021-07-20	SUBE	18.81005899999991
2021-07-21	SUBE	1.25
2021-07-22	SUBE	1.9899909999999181
2021-07-23	SUBE	9.470213999999942
2021-07-26	SUBE	12.260009999999966
2021-07-27	BAJA	72.11010699999997
